category,latin,rank,origin,authority,tsn,accepted_tsn,accepted_latin,duplicate,usage,unaccept_reason,comments,vernacularName,dateFirstObserved,extirpated,inaturalistobs,arctosGUID,notes_distribution,notes_taxonomic,notes_biology,kingdom,division,phylum,class,order,suborder,family,subfamily,genus
Fungi,Gemmamyces piceae,Species,Native,,-700011,NA,,,,,,Spruce bud blight,,NA,NA,,,,,Fungi,Ascomycota,,Dothideomycetes,Pleosporales,,Cucurbitariaceae,,Gemmamyces
Fungi,Cudonia circinans,Species,Native,,-620161,NA,,,,,,,,NA,NA,,,,,Fungi,Ascomycota,,Leotiomycetes,Helotiales,,Cudoniaceae,,Cudonia
Fungi,Spathularia sp.,Species,Native,,-620077,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Ascomycota,,Leotiomycetes,Rhytismatales,,Cudoniaceae,,Spathularia
Fungi,Rhytisma arbuti,Species,Native,W. Phillips,-620133,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,This is a tar spot fungus on \itaxon{Menziesia!ferruginea} \citep{Glawe2016}.,Fungi,Ascomycota,,Leotiomycetes,Rhytismatales,,Rhytismataceae,,Rhytisma
Fungi,Valsa melanodiscus,Species,Native,,-620036,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Ascomycota,,Sordariomycetes,Diaporthales,,Valsaceae,,Valsa
Fungi,Bovista plumbea,Species,Native,Pers.,-619961,NA,,,not accepted,"not reviewed, USFWS record",,Lead-grey Puffball,,NA,NA,,,,,Fungi,Basidiomycota,,Agaricomycetes,Agaricales,,Agaricaceae,,Bovista
Fungi,Coprinus comatus,Species,Native,(Muller: Fries) S.F. Gray,-619951,NA,,,not accepted,"not reviewed, USFWS record",,Shaggy mane,,NA,NA,,,,,Fungi,Basidiomycota,,Agaricomycetes,Agaricales,,Agaricaceae,,Coprinus
Fungi,Phaeolepiota aurea,Species,Native,,-619949,NA,,,not accepted,"not reviewed, USFWS record",,Alaskan gold,,NA,NA,,,,,Fungi,Basidiomycota,,Agaricomycetes,Agaricales,,Agaricaceae,,Phaeolepiota
Fungi,Calvatia booniana,Species,Native,A. H. Smith,-619947,NA,,,not accepted,"not reviewed, USFWS record",,Western giant puffball,,NA,NA,,,,,Fungi,Basidiomycota,,Agaricomycetes,Agaricales,,Lycoperdaceae,,Calvatia
Fungi,Lycoperdon pyriforme,Species,Native,Schaeff.,-619958,NA,,,not accepted,"not reviewed, USFWS record",,stump puffball,,NA,NA,,,,,Fungi,Basidiomycota,,Agaricomycetes,Agaricales,,Lycoperdaceae,,Lycoperdon
Fungi,Russula emetica,Species,Native,(Schaeff.),-619959,NA,,,not accepted,"not reviewed, USFWS record",, The Sickener ,,NA,NA,,,,,Fungi,Basidiomycota,,Agaricomycetes,Agaricales,,Russulaceae,,Russula
Fungi,Russula xerampelina,Species,Native,(Schaeff.) Fr.,-619956,NA,,,not accepted,"not reviewed, USFWS record",,Shrimp Russula,,NA,NA,,,,,Fungi,Basidiomycota,,Agaricomycetes,Agaricales,,Russulaceae,,Russula
Fungi,Typhula sp.,Species,Native,,-620075,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Basidiomycota,,Agaricomycetes,Agaricales,,Typhulaceae,,Typhula
Fungi,Chalciporus piperatus,Species,Native,(Bull.) Bataille,-619954,NA,,,not accepted,"not reviewed, USFWS record",,Peppery Bolete,,NA,NA,,,,,Fungi,Basidiomycota,,Agaricomycetes,Boletales,,Boletaceae,,Chalciporus
Fungi,Inonotus obliquus,Species,Native,,-619846,NA,,,not accepted,"not reviewed, USFWS record",,Chaga mushroom,,NA,NA,,,,,Fungi,Basidiomycota,,Agaricomycetes,Hymenochaetales,,Hymenochaetaceae,,Inonotus
Fungi,Onnia tomentosa,Species,Native,(Fr.) P. Karst. (1889),-620067,NA,,,not accepted,"not reviewed, USFWS record",,woolly velvet polypore,,NA,NA,,,,,Fungi,Basidiomycota,,Agaricomycetes,Hymenochaetales,,Hymenochaetaceae,,Onnia
Fungi,Phellinus igniarius,Species,Native,,-619848,NA,,,not accepted,"not reviewed, USFWS record",,Iqmik,,NA,NA,,,,,Fungi,Basidiomycota,,Agaricomycetes,Hymenochaetales,,Hymenochaetaceae,,Phellinus
Fungi,Piptoporus betulinus,Species,Native,(Bull. ex Fr.) P. Karst.,-620125,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Basidiomycota,,Agaricomycetes,Polyporales,,Fomitopsidaceae,,Piptoporus
Fungi,Hericium coralloides,Species,Native,(Scop.) Pers. 1794 ,-619875,NA,,,not accepted,"not reviewed, USFWS record",,Coral Tooth,,NA,NA,,,,,Fungi,Basidiomycota,,Agaricomycetes,Russulales,,Hericiaceae,,Hericium
Fungi,Hydnellum peckii,Species,Native,Banker (1912),-620108,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Basidiomycota,,Agaricomycetes,Thelephorales,,Bankeraceae,,Hydnellum
Fungi,Sarcodon imbricatus,Species,Native,(L.) P. Karst.,-619314,NA,,,not accepted,"not reviewed, USFWS record",,Scaly hedgehog,,NA,NA,,,,,Fungi,Basidiomycota,,Agaricomycetes,Thelephorales,,Bankeraceae,,Sarcodon
Fungi,Agaricus campestris,Species,Native,,-619851,NA,,,not accepted,"not reviewed, USFWS record",These grow in the lawn at the visitor center.,"Meadow mushroom, field mushroom",,NA,NA,,,,,Fungi,Basidiomycota,,Basidiomycetes,Agaricales,,Agaricaceae,,Agaricus
Fungi,Agaricus silvicola,Species,Native,,-619850,NA,,,not accepted,"not reviewed, USFWS record",,Wood mushroom,,NA,NA,,,,,Fungi,Basidiomycota,,Basidiomycetes,Agaricales,,Agaricaceae,,Agaricus
Fungi,Amanita muscaria,Species,Native,(Linnaeus),-619200,NA,,,not accepted,"not reviewed, USFWS record",,Fly agaric,,NA,NA,,,,,Fungi,Basidiomycota,,Basidiomycetes,Agaricales,,Amanitaceae,,Amanita
Fungi,Cortinarius caperatus,Species,Native,,-619854,NA,,,not accepted,"not reviewed, USFWS record",,Gypsy mushroom,,NA,NA,,,,,Fungi,Basidiomycota,,Basidiomycetes,Agaricales,,Cortinariaceae,,Cortinarius
Fungi,Lactarius deliciosus,Species,Native,,-619205,NA,,,not accepted,"not reviewed, USFWS record",,saffron milkcap,,NA,NA,,,,,Fungi,Basidiomycota,,Basidiomycetes,Agaricales,,Russulaceae,,Lactarius
Fungi,Leucopaxillus gentianeus,Species,Native,(Quel.) Kotlaba,-619918,NA,,,not accepted,"not reviewed, USFWS record",{http://dx.doi.org/doi:10.7299/X7CZ379D},bitter brown leucopaxillus,,NA,NA,,,,,Fungi,Basidiomycota,,Basidiomycetes,Agaricales,,Tricholomataceae,,Leucopaxillus
Fungi,Boletus edulis,Species,Native,"Bull., 1782",-619202,NA,,,not accepted,"not reviewed, USFWS record",,"King bolete, cep, porcini",,NA,NA,,,,,Fungi,Basidiomycota,,Basidiomycetes,Boletales,,Boletaceae,,Boletus
Fungi,Leccinum alaskanum,Species,Native,"Wells & Kempton, 1975",-619858,NA,,,not accepted,"not reviewed, USFWS record",,Alaskan scaber-stalk,,NA,NA,,,,,Fungi,Basidiomycota,,Basidiomycetes,Boletales,,Boletaceae,,Leccinum
Fungi,Leccinum holopus,Species,Native,"Watling, 1960",-619859,NA,,,not accepted,"not reviewed, USFWS record",,Ghost bolete,,NA,NA,,,,,Fungi,Basidiomycota,,Basidiomycetes,Boletales,,Boletaceae,,Leccinum
Fungi,Dacrymyces chrysospermus,Species,Native,Berk. & M.A. Curtis,-619871,NA,,,not accepted,"not reviewed, USFWS record",,witch's butter,,NA,NA,,,,,Fungi,Basidiomycota,,Dacrymycetes,Dacrymycetales,,Dacrymycetaceae,,Dacrymyces
Fungi,Exobasidium karstenii,Species,Native,"Saccardo and Trotter, 1912",-620156,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,"This fungus infects \itaxon{Andromeda!polifolia}, resulting in misshapen, reddish shoots \citep{RNv9n27}.",Fungi,Basidiomycota,,Exobasidiomycetes,Exobasidiales,,Exobasidiaceae,,Exobasidium
Fungi,Chrysomyxa arctostaphyli,Species,Native,"Dietel, 1894",-619354,NA,,,not accepted,"not reviewed, USFWS record",,Spruce broom rust,,NA,NA,,,,,Fungi,Basidiomycota,,Pucciniomycetes,Pucciniales,,Coleosporiaceae,,Chrysomyxa
Fungi,Chrysomyxa ledicola,Species,Native,Lagerh.,-619908,NA,,,not accepted,"not reviewed, USFWS record","See {http://peninsulaclarion.com/stories/083107/outdoors_3167.shtml}, {https://redoubtreporter.wordpress.com/2012/08/22/rust-no-fuss-spruce-fungus-blight-not-harmful-to-trees/}.",Spruce Needle Rust,,NA,NA,,,,,Fungi,Basidiomycota,,Pucciniomycetes,Pucciniales,,Coleosporiaceae,,Chrysomyxa
Fungi,Chrysomyxa pyrolae,Species,Native,,-620070,NA,,,not accepted,"not reviewed, USFWS record",,inland spruce cone rust,,NA,NA,,,,,Fungi,Basidiomycota,,Pucciniomycetes,Pucciniales,,Coleosporiaceae,,Chrysomyxa
Fungi,Phragmidium mucronatum,Species,Native,,-700006,NA,,,,,,Rose rust,,NA,NA,,,,This rust fungus infects members of the genus <i>Rosa</i>.,Fungi,Basidiomycota,,Pucciniomycetes,Pucciniales,,Phragmidiaceae,,Phragmidium
Fungi,Puccinia linkii,Species,Native,"Klotzsch, 1833",-620061,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Basidiomycota,,Pucciniomycetes,Pucciniales,,Pucciniaceae,,Puccinia
Fungi,Melampsoridium betulinum,Species,Native,(Pers.) Kleb. 1899,-619944,NA,,,not accepted,"not reviewed, USFWS record","From Steve Swenson on 2.September.2014: We only found Melampsoridium botulinum in one place on the Kenai and that was along the Swanson River Road.""""",Birch Rust,,NA,NA,,"This species was observed by Steve Swenson (USDA Forest Service) on September 2, 2014 along Swanson River Road.",,,Fungi,Basidiomycota,,Pucciniomycetes,Pucciniales,,Pucciniastraceae,,Melampsoridium
Fungi,Gymnosporangium cornutum,Species,Native,"Arthur ex F. Kern, 1911",-619309,NA,,,not accepted,"not reviewed, USFWS record",,Mountain ash juniper rust,,NA,NA,,,,,Fungi,Basidiomycota,,Teliomycetes,Uredinales,,Pucciniaceae,,Gymnosporangium
Fungi,Batrachochytrium dendrobatidis,Species,Native,,-619904,NA,,,not accepted,"not reviewed, USFWS record",,Amphibian Chytrid,,NA,NA,,,,,Fungi,Chytridiomycota,,Chytridiomycetes,Rhizophydiales,,Rhizophydiales Incertae Sedis,,Batrachochytrium
Fungi,Phytophthora alni,Species,Native,Brasier & S.A.Kirk,-619905,NA,,,not accepted,"not reviewed, USFWS record",Phytophthora alni subsp. uniformis documented from Hidden Lake outflow.,Alder Phytophthora,,NA,NA,,,,,Fungi,Myxomycota,,Phycomycota,Peronosporales,,Pythiaceae,,Phytophthora
Lichens,Arthonia apatetica,Species,Native,(A. Massal.) Th. Fr.,-607293,NA,,,not accepted,"not reviewed, USFWS record",,dot lichen,,NA,NA,,,,,Fungi,Ascomycota,,Arthoniomycetes,Arthoniales,,Arthoniaceae,,Arthonia
Lichens,Arthonia edgewoodensis,Species,Native,,-618573,NA,,,not accepted,"not reviewed, USFWS record",,dot lichen,,NA,NA,,,,,Fungi,Ascomycota,,Arthoniomycetes,Arthoniales,,Arthoniaceae,,Arthonia
Lichens,Chrysothrix candelaris,Species,Native,(L.) J. R. Laundon,-504642,NA,,,not accepted,"not reviewed, USFWS record",,dust lichen,,NA,NA,,,,,Fungi,Ascomycota,,Arthoniomycetes,Arthoniales,,Chrysotrichaceae,,Chrysothrix
Lichens,Verrucaria acrotella,Species,Native,Ach.,-611250,NA,,,not accepted,"not reviewed, USFWS record",,wart lichen,,NA,NA,,,,,Fungi,Ascomycota,,Chaetothyriomycetes,Verrucariales,,Verrucariaceae,,Verrucaria
Lichens,Chaenothecopsis aeruginosa,Species,Native,,-618581,NA,,,not accepted,"not reviewed, USFWS record",,chaenothecopsis lichen,,NA,NA,,,,,Fungi,Ascomycota,,Eurotiomycetes,Mycocaliciales,,Mycocaliciaceae,,Chaenothecopsis
Lichens,Chaenothecopsis nana,Species,Native,Tibell 1987,-618582,NA,,,not accepted,"not reviewed, USFWS record",,chaenothecopsis lichen,,NA,NA,,,,,Fungi,Ascomycota,,Eurotiomycetes,Mycocaliciales,,Mycocaliciaceae,,Chaenothecopsis
Lichens,Mycocalicium subtile,Species,Native,(Pers.) Szatala 1925,-618597,NA,,,not accepted,"not reviewed, USFWS record",,mycocalicium lichen,,NA,NA,,,,,Fungi,Ascomycota,,Eurotiomycetes,Mycocaliciales,,Mycocaliciaceae,,Mycocalicium
Lichens,Phaeocalicium compressulum,Species,Native,(Nyl. ex Szatala) A. F. W. Schmidt,-610014,NA,,,not accepted,"not reviewed, USFWS record",,phaeocalicium lichen,,NA,NA,,,,,Fungi,Ascomycota,,Eurotiomycetes,Mycocaliciales,,Mycocaliciaceae,,Phaeocalicium
Lichens,Stenocybe pullatula,Species,Native,(Ach.) Stein 1879,-618614,NA,,,not accepted,"not reviewed, USFWS record",,stenocybe lichen,,NA,NA,,,,,Fungi,Ascomycota,,Eurotiomycetes,Mycocaliciales,,Mycocaliciaceae,,Stenocybe
Lichens,Placynthiella dasaea,Species,Native,(Stirton) Tønsberg (Tønsberg 1998),-610181,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Agyriales,Agyriineae,Agyriaceae,,Placynthiella
Lichens,Schaereria corticola,Species,Native,Muhr & Tønsberg,-610723,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Agyriales,Agyriineae,Agyriaceae,,Schaereria
Lichens,Xylographa parallela,Species,Native,(Ach.) Fr. 1849,-618620,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Agyriales,Agyriineae,Agyriaceae,,Xylographa
Lichens,Biatora albohyalina,Species,Native,(Nyl.) Bagl. & Carestia,-611599,NA,,,not accepted,"not reviewed, USFWS record",Synonym is Lecidea albohyalina.,,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Bacidiaceae,,Biatora
Lichens,Biatora meiocarpa var. tacomensis,Variety,Native,,-618576,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Bacidiaceae,,Biatora
Lichens,Biatora pallens,Species,Native,,-618577,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Bacidiaceae,,Biatora
Lichens,Catinaria neuschildii,Species,Native,(Körb.) P. James 1965,-618579,NA,,,not accepted,"not reviewed, USFWS record",,catinaria lichen,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Bacidiaceae,,Catinaria
Lichens,Baeomyces placophyllus,Species,Native,Ach.,-607681,NA,,,not accepted,"not reviewed, USFWS record",,cap lichen,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,,Baeomycetaceae,,Baeomyces
Lichens,Baeomyces rufus,Species,Native,(Hudson) Rebent.,-607682,NA,,,not accepted,"not reviewed, USFWS record",,cap lichen,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,,Baeomycetaceae,,Baeomyces
Lichens,Calicium adaequatum,Species,Native,Nyl.,-607846,NA,,,not accepted,"not reviewed, USFWS record",USDA Plants scientific name spelling is Calicium adequatum Nyl.,adequate spike lichen,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Caliciaceae,,Calicium
Lichens,Calicium lenticulare,Species,Native,Ach.,-607852,NA,,,not accepted,"not reviewed, USFWS record",,spike lichen,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Caliciaceae,,Calicium
Lichens,Calicium viride,Species,Native,Pers.,-607858,NA,,,not accepted,"not reviewed, USFWS record",,spike lichen,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Caliciaceae,,Calicium
Lichens,Cladina arbuscula,Species,Native,(Wallr.) Hale & Culb.,-608153,NA,,,not accepted,"not reviewed, USFWS record",,Reindeer lichen,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Cladoniaceae,,Cladina
Lichens,Cladina ciliata,Species,Native,(Stirton) Trass var. ciliata,-600354,NA,,,not accepted,"not reviewed, USFWS record",,ciliate reindeer lichen,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Cladoniaceae,,Cladina
Lichens,Cladina ciliata ciliata,Variety,Native,,-608155,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Cladoniaceae,,Cladina
Lichens,Cladina mitis,Species,Native,(Sandst.) Hustich,-600355,NA,,,not accepted,"not reviewed, USFWS record",,Reindeer lichen,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Cladoniaceae,,Cladina
Lichens,Cladina portentosa,Species,Native,(Dufour) Follmann,-608160,NA,,,not accepted,"not reviewed, USFWS record",,reindeer lichen,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Cladoniaceae,,Cladina
Lichens,Cladina rangiferina,Species,Native,(L.) Nyl.,-600356,NA,,,not accepted,"not reviewed, USFWS record",,greygreen reindeer lichen,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Cladoniaceae,,Cladina
Lichens,Cladina stellaris,Species,Native,(Opiz) Brodo,-600357,NA,,,not accepted,"not reviewed, USFWS record",,Star reindeer lichen,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Cladoniaceae,,Cladina
Lichens,Cladina stellaris aberrans,Variety,Native,(Abbayes) Ahti,-608167,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Cladoniaceae,,Cladina
Lichens,Cladina stygia,Species,Native,(Fr.) Ahti,-600358,NA,,,not accepted,"not reviewed, USFWS record",,Black-footed reindeer,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Cladoniaceae,,Cladina
Lichens,Cladonia albonigra,Species,Native,Brodo & Ahti (Brodo & Ahti 1996),-608176,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Cladoniaceae,,Cladonia
Lichens,Cladonia norvegica,Species,Native,Tønsberg & Holien,-608262,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Cladoniaceae,,Cladonia
Lichens,Cladonia phyllophora,Species,Native,Hoffm.,-608271,NA,,,not accepted,"not reviewed, USFWS record",,cup lichen,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Cladoniaceae,,Cladonia
Lichens,Lecanora phaeostigma,Species,Native,,-618587,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Lecanoraceae,,Lecanora
Lichens,Lecanora schizochromatica,Species,Native,,-618588,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Lecanoraceae,,Lecanora
Lichens,Pycnora elachista,Species,Native,,-618606,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Lecanoraceae,,Pycnora
Lichens,Pycnora leucococca,Species,Native,(Vain.) R. Sant. 2004,-618607,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Lecanoraceae,,Pycnora
Lichens,Pycnora sorophora,Species,Native,(Vain.) Hafellner 2001,-618608,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Lecanoraceae,,Pycnora
Lichens,Ramboldia cinnabarina,Species,Native,"(Sommerf.) Kalb, Lumbsch & Elix 2008",-618609,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Lecanoraceae,,Ramboldia
Lichens,Scoliciosporum perpusillum,Species,Native,,-618613,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Lecanoraceae,,Scoliciosporum
Lichens,Lecidea amaurospoda,Species,Native,(Anzi) Vainio,-609120,NA,,,not accepted,"not reviewed, USFWS record",Lecidea pullata is synonym.,,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Lecideaceae,,Lecidea
Lichens,Lecidea leprarioides,Species,Native,Tønsberg,-609179,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Lecideaceae,,Lecidea
Lichens,Lecidea nylanderi,Species,Native,(Anzi) Th. Fr.,-609199,NA,,,not accepted,"not reviewed, USFWS record",,Nylander's lecidea lichen,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Lecideaceae,,Lecidea
Lichens,Lecidea rubrocastanea,Species,Native,,-618589,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Lecideaceae,,Lecidea
Lichens,Lobaria scrobiculata,Species,Native,(Scop.) DC.,-609438,NA,,,not accepted,"not reviewed, USFWS record",,lung lichen,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Peltigerineae,Lobariaceae,,Lobaria
Lichens,Megalaria verrucosa,Species,Native,,-618591,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Megalariaceae,,Megalaria
Lichens,Micarea denigrata,Species,Native,(Fr.) Hedl.,-609531,NA,,,not accepted,"not reviewed, USFWS record",,dot lichen,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Micareaceae,,Micarea
Lichens,Micarea viridileprosa,Species,Native,Coppins & Van den Boom 2001,-618594,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Micareaceae,,Micarea
Lichens,Ophioparma ventosa,Species,Native,(L.) Norman (May 1997),-609792,NA,,,not accepted,"not reviewed, USFWS record",,dot lichen,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Ophioparmaceae,,Ophioparma
Lichens,Fuscopannaria confusa,Species,Native,(P. M. Jørg.) P. M. Jørg. (Jørgensen 2000b),-608601,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Pannariaceae,,Fuscopannaria
Lichens,Alectoria nigricans,Species,Native,(Ach.) Nyl.,-600330,NA,,,not accepted,"not reviewed, USFWS record",,witch's hair lichen,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Parmeliaceae,,Alectoria
Lichens,Alectoria sarmentosa,Species,Native,,-617864,NA,,,not accepted,"not reviewed, USFWS record",,witch's hair lichen,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Parmeliaceae,,Alectoria
Lichens,Arctoparmelia centrifuga,Species,Native,(L.) Hale,-607284,NA,,,not accepted,"not reviewed, USFWS record",,arctoparmelia lichen,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Parmeliaceae,,Arctoparmelia
Lichens,Arctoparmelia incurva,Species,Native,(Pers.) Hale,-607285,NA,,,not accepted,"not reviewed, USFWS record",,arctoparmelia lichen,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Parmeliaceae,,Arctoparmelia
Lichens,Arctoparmelia separata,Species,Native,(Th. Fr.) Hale,-607286,NA,,,not accepted,"not reviewed, USFWS record",,arctoparmelia lichen,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Parmeliaceae,,Arctoparmelia
Lichens,Bryoria glabra,Species,Native,(Mot.) Brodo & D. Hawksw.,-607742,NA,,,not accepted,"not reviewed, USFWS record",,horsehair lichen,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Parmeliaceae,,Bryoria
Lichens,Cetraria aculeata,Species,Native,(Schreber) Fr.,-608078,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Parmeliaceae,,Cetraria
Lichens,Cetrariella delisei,Species,Native,(Bory ex Schaerer) Kärnefelt & Thell,-608090,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Parmeliaceae,,Cetrariella
Lichens,Hypogymnia apinnata,Species,Native,Goward & McCune,-608802,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Parmeliaceae,,Hypogymnia
Lichens,Hypogymnia canadensis,Species,Native,,-618584,NA,,,not accepted,"not reviewed, USFWS record",,Pacific tube lichen,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Parmeliaceae,,Hypogymnia
Lichens,Hypogymnia dissoluta,Species,Native,,-618585,NA,,,not accepted,"not reviewed, USFWS record",,,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Parmeliaceae,,Hypogymnia
Lichens,Melanelia exasperatula,Species,Native,(Nyl.) Essl.,-609484,NA,,,not accepted,"not reviewed, USFWS record",,melanelia lichen,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Parmeliaceae,,Melanelia
Lichens,Melanelia olivacea,Species,Native,(L.) Essl.,-609492,NA,,,not accepted,"not reviewed, USFWS record",,melanelia lichen,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Parmeliaceae,,Melanelia
Lichens,Melanelia panniformis,Species,Native,(Nyl.) Essl.,-609494,NA,,,not accepted,"not reviewed, USFWS record",,melanelia lichen,,NA,NA,,,,,Fungi,Ascomycota,,Lecanoromycetes,Lecanorales,Lecanorineae,Parmeliaceae,,Melanelia
